Machine_ID,Timestamp,Temperature,Pressure,Vibration_Level,Humidity,Power_Consumption,Failure_Status
MACHINE_003,2025-09-18 20:20:00,64.75,158.44,9.28,40.55,14.91,0
MACHINE_004,2025-09-18 20:30:00,78.29,171.59,5.94,85.66,41.45,0
MACHINE_005,2025-09-18 20:40:00,72.99,301.72,4.23,58.64,41.56,0
MACHINE_006,2025-09-18 20:50:00,33.19,126.96,6.14,73.89,25.22,1
MACHINE_007,2025-09-18 21:00:00,33.45,262.51,1.82,53.11,26.15,0
MACHINE_008,2025-09-18 21:10:00,65.4,382.92,9.04,48.78,18.38,0
MACHINE_009,2025-09-18 21:20:00,59.15,492.43,1.63,50.91,67.85,1
MACHINE_010,2025-09-18 21:30:00,21.01,493.3,1.2,49.21,56.75,0
MACHINE_001,2025-09-18 21:40:00,48.56,294.25,5.17,43.66,8.5,1
MACHINE_002,2025-09-18 21:50:00,67.15,273.02,0.78,61.9,72.42,0
MACHINE_003,2025-09-18 22:00:00,33.12,162.71,3.27,74.39,9.22,0
MACHINE_004,2025-09-18 22:10:00,66.04,200.42,3.42,74.13,96.75,0
MACHINE_005,2025-09-18 22:20:00,50.39,283.77,9.32,36.04,65.95,0
MACHINE_006,2025-09-18 22:30:00,24.64,146.75,5.24,55.6,61.51,0
MACHINE_007,2025-09-18 22:40:00,41.92,137.27,8.25,38.4,93.53,0
MACHINE_008,2025-09-18 22:50:00,70.0,270.4,6.21,69.38,54.07,0
MACHINE_009,2025-09-18 23:00:00,69.29,395.6,8.26,60.49,72.15,0
MACHINE_010,2025-09-18 23:10:00,67.81,498.44,1.57,83.28,46.91,0
MACHINE_001,2025-09-18 23:20:00,45.17,227.55,2.66,41.58,97.26,0
MACHINE_002,2025-09-18 23:30:00,25.74,186.07,9.15,67.91,13.46,0
MACHINE_003,2025-09-18 23:40:00,50.31,182.25,6.61,49.27,36.4,0
MACHINE_004,2025-09-18 23:50:00,46.5,417.59,3.09,30.66,76.33,0
MACHINE_005,2025-09-19 00:00:00,48.26,225.79,3.05,51.14,57.52,0
MACHINE_006,2025-09-19 00:10:00,52.35,274.42,2.87,39.49,66.29,0
MACHINE_007,2025-09-19 00:20:00,36.22,358.38,8.15,69.75,94.26,0
MACHINE_008,2025-09-19 00:30:00,23.87,228.45,4.18,81.75,72.98,1
MACHINE_009,2025-09-19 00:40:00,30.32,465.81,5.33,35.73,65.04,0
MACHINE_010,2025-09-19 00:50:00,55.82,346.41,6.07,41.88,98.94,0
MACHINE_001,2025-09-19 01:00:00,76.55,141.54,4.53,89.32,26.47,0
MACHINE_002,2025-09-19 01:10:00,53.97,468.04,4.06,80.28,45.21,1
MACHINE_003,2025-09-19 01:20:00,59.64,209.39,5.38,43.0,28.35,1
MACHINE_004,2025-09-19 01:30:00,66.81,349.69,1.26,88.47,58.74,0
MACHINE_005,2025-09-19 01:40:00,26.51,115.3,7.33,70.5,31.03,0
MACHINE_006,2025-09-19 01:50:00,41.63,243.35,1.6,40.68,5.41,0
MACHINE_007,2025-09-19 02:00:00,33.1,180.64,6.94,31.74,63.2,0
MACHINE_008,2025-09-19 02:10:00,41.93,195.6,6.82,83.61,28.94,1
MACHINE_009,2025-09-19 02:20:00,48.33,478.42,0.59,85.84,35.96,0
MACHINE_010,2025-09-19 02:30:00,48.63,445.43,5.12,33.37,21.58,0
MACHINE_001,2025-09-19 02:40:00,31.09,481.45,9.1,43.21,23.9,0
MACHINE_002,2025-09-19 02:50:00,22.34,499.21,9.31,87.49,95.44,0
MACHINE_003,2025-09-19 03:00:00,65.14,225.43,4.43,36.1,50.22,1
MACHINE_004,2025-09-19 03:10:00,75.68,100.86,9.55,62.21,96.12,0
MACHINE_005,2025-09-19 03:20:00,67.08,209.1,1.57,68.62,20.36,0
MACHINE_006,2025-09-19 03:30:00,40.54,134.71,8.62,79.11,74.48,0
MACHINE_007,2025-09-19 03:40:00,64.33,144.49,7.97,40.14,7.26,0
MACHINE_008,2025-09-19 03:50:00,44.33,339.6,5.12,33.76,42.74,0
MACHINE_009,2025-09-19 04:00:00,51.16,104.53,6.12,45.84,9.34,0
MACHINE_010,2025-09-19 04:10:00,40.21,273.09,3.29,79.11,59.71,0
MACHINE_001,2025-09-19 04:20:00,40.89,249.49,6.26,56.58,85.58,0
MACHINE_002,2025-09-19 04:30:00,66.84,199.69,5.85,87.47,95.38,0
MACHINE_003,2025-09-19 04:40:00,60.82,273.08,8.08,40.28,43.58,0
MACHINE_004,2025-09-19 04:50:00,58.67,427.44,0.14,66.79,22.41,0
MACHINE_005,2025-09-19 05:00:00,38.65,200.18,7.01,70.65,89.22,0
MACHINE_006,2025-09-19 05:10:00,44.46,208.72,5.5,89.11,91.98,0
MACHINE_007,2025-09-19 05:20:00,20.11,130.36,6.54,52.49,66.76,0
MACHINE_008,2025-09-19 05:30:00,73.94,258.94,6.25,40.82,43.29,0
MACHINE_009,2025-09-19 05:40:00,67.5,419.4,6.3,32.34,65.09,0
MACHINE_010,2025-09-19 05:50:00,30.89,315.42,8.04,36.0,88.84,1
MACHINE_001,2025-09-19 06:00:00,67.37,430.17,5.76,54.66,90.13,0
MACHINE_002,2025-09-19 06:10:00,62.99,346.35,6.45,37.39,18.87,0
MACHINE_003,2025-09-19 06:20:00,73.56,357.89,9.63,68.95,45.34,0
MACHINE_004,2025-09-19 06:30:00,40.14,419.29,3.99,32.61,70.94,0
MACHINE_005,2025-09-19 06:40:00,24.29,202.3,4.89,85.56,29.64,0
MACHINE_006,2025-09-19 06:50:00,60.37,245.43,0.98,36.76,66.52,0
MACHINE_007,2025-09-19 07:00:00,53.31,226.91,3.89,51.29,89.25,0
MACHINE_008,2025-09-19 07:10:00,72.04,102.42,3.03,43.97,71.68,0
MACHINE_009,2025-09-19 07:20:00,78.22,147.02,0.17,37.79,83.72,0
MACHINE_010,2025-09-19 07:30:00,68.53,173.42,2.18,82.75,24.92,0
MACHINE_001,2025-09-19 07:40:00,38.57,169.16,3.38,71.32,50.4,0
MACHINE_002,2025-09-19 07:50:00,71.91,300.69,1.84,41.44,18.4,0
MACHINE_003,2025-09-19 08:00:00,55.53,130.39,2.07,31.13,95.12,0
MACHINE_004,2025-09-19 08:10:00,71.44,225.45,6.79,60.56,52.17,0
MACHINE_005,2025-09-19 08:20:00,23.94,460.78,1.3,48.82,67.82,0
MACHINE_006,2025-09-19 08:30:00,43.13,220.31,4.54,41.37,84.01,0
MACHINE_007,2025-09-19 08:40:00,54.06,191.47,3.4,33.51,94.03,0
MACHINE_008,2025-09-19 08:50:00,65.68,426.98,1.78,45.72,45.32,0
MACHINE_009,2025-09-19 09:00:00,46.44,378.0,5.21,50.66,38.71,1
MACHINE_010,2025-09-19 09:10:00,51.22,425.89,3.52,35.67,94.89,0
MACHINE_001,2025-09-19 09:20:00,23.84,388.96,9.42,45.87,68.28,0
MACHINE_002,2025-09-19 09:30:00,27.73,119.06,6.73,68.5,71.94,0
MACHINE_003,2025-09-19 09:40:00,74.45,299.79,1.95,74.72,65.81,0
MACHINE_004,2025-09-19 09:50:00,45.17,377.46,3.76,34.58,27.23,0
MACHINE_005,2025-09-19 10:00:00,51.46,199.14,3.86,88.3,64.0,1
MACHINE_006,2025-09-19 10:10:00,25.64,130.3,7.29,32.53,67.25,0
MACHINE_007,2025-09-19 10:20:00,77.44,460.07,9.91,81.73,7.83,0
MACHINE_008,2025-09-19 10:30:00,72.92,440.13,2.83,58.8,18.19,0
MACHINE_009,2025-09-19 10:40:00,22.16,142.77,9.11,74.63,20.99,0
MACHINE_010,2025-09-19 10:50:00,47.11,404.21,4.41,85.59,86.58,0
MACHINE_001,2025-09-19 11:00:00,21.6,229.24,7.18,69.82,12.99,1
MACHINE_002,2025-09-19 11:10:00,57.14,398.05,7.3,38.03,20.53,0
MACHINE_003,2025-09-19 11:20:00,60.01,391.0,3.61,88.8,99.45,0
MACHINE_004,2025-09-19 11:30:00,44.01,351.39,8.79,30.16,10.72,0
MACHINE_005,2025-09-19 11:40:00,57.26,224.38,6.03,56.99,46.09,0
MACHINE_006,2025-09-19 11:50:00,57.91,290.4,1.23,58.59,67.91,1
MACHINE_007,2025-09-19 12:00:00,45.97,361.49,5.41,47.4,12.02,0
MACHINE_008,2025-09-19 12:10:00,77.79,417.81,4.05,87.01,78.51,0
MACHINE_009,2025-09-19 12:20:00,32.93,235.7,8.64,81.63,71.89,0
MACHINE_010,2025-09-19 12:30:00,76.61,323.3,3.89,60.91,93.38,1
MACHINE_001,2025-09-19 12:40:00,39.44,389.62,8.22,58.42,54.67,0
MACHINE_002,2025-09-19 12:50:00,66.77,346.06,8.95,45.48,61.58,0
MACHINE_003,2025-09-19 13:00:00,59.81,202.6,9.6,73.88,45.33,0
MACHINE_004,2025-09-19 13:10:00,64.58,332.47,5.38,57.42,31.51,1
MACHINE_005,2025-09-19 13:20:00,20.36,270.2,1.72,78.03,13.75,0
MACHINE_006,2025-09-19 13:30:00,22.7,124.46,6.56,30.53,69.82,0
MACHINE_007,2025-09-19 13:40:00,79.17,132.06,5.89,85.02,92.07,1
MACHINE_008,2025-09-19 13:50:00,71.86,203.85,1.4,84.08,93.46,0
MACHINE_009,2025-09-19 14:00:00,54.68,363.96,8.39,87.33,47.21,0
MACHINE_010,2025-09-19 14:10:00,58.43,144.34,0.73,70.2,71.95,0
MACHINE_001,2025-09-19 14:20:00,28.36,461.25,0.6,81.16,68.95,0
MACHINE_002,2025-09-19 14:30:00,73.53,214.58,8.0,39.53,48.67,0
MACHINE_003,2025-09-19 14:40:00,78.47,494.51,5.09,45.61,18.63,0
MACHINE_004,2025-09-19 14:50:00,75.94,423.09,0.93,40.84,77.55,0
MACHINE_005,2025-09-19 15:00:00,67.45,256.35,5.37,51.83,37.79,0
MACHINE_006,2025-09-19 15:10:00,34.31,395.15,4.88,75.32,58.53,0
MACHINE_007,2025-09-19 15:20:00,50.4,243.14,7.06,66.29,53.7,0
MACHINE_008,2025-09-19 15:30:00,78.08,175.53,3.0,49.54,53.43,0
MACHINE_009,2025-09-19 15:40:00,41.99,438.24,8.11,52.19,87.15,0
MACHINE_010,2025-09-19 15:50:00,36.19,413.25,1.19,65.34,55.45,0
MACHINE_001,2025-09-19 16:00:00,76.06,116.33,9.62,83.95,95.38,0
MACHINE_002,2025-09-19 16:10:00,60.15,135.15,0.14,83.56,52.2,0
MACHINE_003,2025-09-19 16:20:00,38.67,151.62,2.07,62.87,52.25,0
MACHINE_004,2025-09-19 16:30:00,63.83,491.39,7.78,63.57,34.33,0
MACHINE_005,2025-09-19 16:40:00,42.54,128.31,3.9,88.57,66.61,0
MACHINE_006,2025-09-19 16:50:00,27.1,318.49,3.45,80.67,54.69,0
MACHINE_007,2025-09-19 17:00:00,45.31,421.71,5.77,38.64,6.27,0
MACHINE_008,2025-09-19 17:10:00,46.77,498.66,2.62,72.78,25.75,0
MACHINE_009,2025-09-19 17:20:00,67.48,450.02,2.9,54.76,39.38,0
MACHINE_010,2025-09-19 17:30:00,42.5,447.54,1.24,68.83,43.98,1
MACHINE_001,2025-09-19 17:40:00,68.58,241.9,5.65,62.47,69.62,0
MACHINE_002,2025-09-19 17:50:00,22.48,376.13,6.62,53.89,67.98,0
MACHINE_003,2025-09-19 18:00:00,27.03,305.15,3.68,37.79,92.71,0
MACHINE_004,2025-09-19 18:10:00,23.38,400.56,8.48,67.44,52.56,0
MACHINE_005,2025-09-19 18:20:00,26.53,166.05,7.04,84.51,37.12,0
MACHINE_006,2025-09-19 18:30:00,77.06,104.48,1.42,80.66,84.25,0
MACHINE_007,2025-09-19 18:40:00,54.69,390.48,7.72,71.29,96.75,1
MACHINE_008,2025-09-19 18:50:00,78.59,385.54,4.45,41.89,47.47,1
MACHINE_009,2025-09-19 19:00:00,26.39,479.85,3.36,45.96,9.7,0
MACHINE_010,2025-09-19 19:10:00,66.17,358.55,2.18,31.84,82.2,0
MACHINE_001,2025-09-19 19:20:00,35.49,240.02,0.38,45.01,42.38,1
MACHINE_002,2025-09-19 19:30:00,73.45,253.82,8.76,65.47,69.61,0
MACHINE_003,2025-09-19 19:40:00,20.67,335.01,4.44,46.8,28.04,0
MACHINE_004,2025-09-19 19:50:00,58.67,120.96,4.04,38.81,41.33,0
MACHINE_005,2025-09-19 20:00:00,43.25,165.17,4.09,64.31,12.71,0
MACHINE_006,2025-09-19 20:10:00,62.55,461.52,2.57,43.88,44.31,0
MACHINE_007,2025-09-19 20:20:00,49.4,244.29,6.78,84.13,93.53,0
MACHINE_008,2025-09-19 20:30:00,38.39,442.7,5.57,49.11,72.54,0
MACHINE_009,2025-09-19 20:40:00,53.69,469.32,1.97,79.93,52.62,0
MACHINE_010,2025-09-19 20:50:00,59.7,354.91,0.47,81.53,46.75,0
MACHINE_001,2025-09-19 21:00:00,28.08,260.89,1.76,70.35,70.18,0
MACHINE_002,2025-09-19 21:10:00,61.23,108.45,9.35,81.47,45.91,0
MACHINE_003,2025-09-19 21:20:00,49.95,164.04,5.89,46.88,31.85,0
MACHINE_004,2025-09-19 21:30:00,53.7,497.79,1.05,88.99,74.37,0
MACHINE_005,2025-09-19 21:40:00,26.6,452.23,0.17,54.26,84.38,0
MACHINE_006,2025-09-19 21:50:00,46.42,163.92,5.29,30.45,68.89,0
MACHINE_007,2025-09-19 22:00:00,53.68,249.89,8.88,68.06,91.09,1
MACHINE_008,2025-09-19 22:10:00,62.24,383.49,7.08,34.25,9.75,0
MACHINE_009,2025-09-19 22:20:00,40.19,283.03,3.61,79.58,20.59,0
MACHINE_010,2025-09-19 22:30:00,45.72,391.3,4.6,70.4,87.92,0
MACHINE_001,2025-09-19 22:40:00,44.26,326.96,2.81,33.98,38.65,0
MACHINE_002,2025-09-19 22:50:00,34.76,320.04,8.92,39.67,22.56,0
MACHINE_003,2025-09-19 23:00:00,36.26,112.35,6.52,63.44,81.91,0
MACHINE_004,2025-09-19 23:10:00,43.88,249.27,4.85,87.84,84.88,0
MACHINE_005,2025-09-19 23:20:00,21.23,154.77,8.46,64.34,38.53,0
MACHINE_006,2025-09-19 23:30:00,61.81,357.64,0.65,41.84,99.59,0
MACHINE_007,2025-09-19 23:40:00,68.9,358.78,8.85,89.65,42.24,0
MACHINE_008,2025-09-19 23:50:00,33.37,105.28,0.99,71.93,11.33,0
MACHINE_009,2025-09-20 00:00:00,64.9,460.76,2.48,84.0,7.41,1
MACHINE_010,2025-09-20 00:10:00,20.76,217.46,7.0,71.23,51.5,0
MACHINE_001,2025-09-20 00:20:00,42.22,443.53,3.0,85.55,75.13,0
MACHINE_002,2025-09-20 00:30:00,56.24,324.91,4.61,72.95,28.48,0
MACHINE_003,2025-09-20 00:40:00,48.13,266.09,5.51,59.98,71.7,0
MACHINE_004,2025-09-20 00:50:00,77.43,468.59,8.61,44.67,59.41,0
MACHINE_005,2025-09-20 01:00:00,28.46,185.0,7.35,74.83,84.63,0
MACHINE_006,2025-09-20 01:10:00,72.62,318.28,3.53,81.78,16.49,0
MACHINE_007,2025-09-20 01:20:00,50.33,207.88,9.59,65.62,64.31,0
MACHINE_008,2025-09-20 01:30:00,60.35,229.29,1.36,83.68,34.11,0
MACHINE_009,2025-09-20 01:40:00,60.33,453.63,4.37,79.08,68.37,0
MACHINE_010,2025-09-20 01:50:00,58.82,419.14,2.89,87.94,69.9,0
MACHINE_001,2025-09-20 02:00:00,46.7,180.09,5.38,82.36,75.81,0
MACHINE_002,2025-09-20 02:10:00,62.82,213.98,5.19,87.63,54.85,0
MACHINE_003,2025-09-20 02:20:00,76.03,193.57,6.22,48.29,21.32,0
MACHINE_004,2025-09-20 02:30:00,29.98,428.86,4.75,86.38,9.36,0
MACHINE_005,2025-09-20 02:40:00,65.4,374.63,4.18,47.29,75.67,0
MACHINE_006,2025-09-20 02:50:00,57.8,488.63,5.76,58.43,98.41,0
MACHINE_007,2025-09-20 03:00:00,30.84,187.1,2.74,45.6,62.3,0
MACHINE_008,2025-09-20 03:10:00,20.69,172.49,7.49,74.81,43.55,1
MACHINE_009,2025-09-20 03:20:00,70.65,226.61,5.53,49.2,64.06,0
MACHINE_010,2025-09-20 03:30:00,65.93,449.38,5.07,71.35,46.76,1
MACHINE_001,2025-09-20 03:40:00,60.6,120.49,5.09,49.76,72.63,0
MACHINE_002,2025-09-20 03:50:00,77.25,431.02,7.85,52.53,68.41,0
MACHINE_003,2025-09-20 04:00:00,45.32,391.44,0.78,43.24,84.37,0
MACHINE_004,2025-09-20 04:10:00,67.99,437.8,0.8,67.08,96.05,1
MACHINE_005,2025-09-20 04:20:00,61.85,199.26,9.54,44.5,37.67,0
MACHINE_006,2025-09-20 04:30:00,57.1,135.37,5.57,55.32,84.52,1
MACHINE_007,2025-09-20 04:40:00,42.13,395.05,4.46,40.44,26.46,0
MACHINE_008,2025-09-20 04:50:00,68.74,242.59,4.17,38.09,53.48,1
MACHINE_009,2025-09-20 05:00:00,42.77,333.44,2.46,89.38,55.33,0
MACHINE_010,2025-09-20 05:10:00,44.12,460.93,0.14,52.98,92.82,1
MACHINE_001,2025-09-20 05:20:00,55.03,211.74,6.25,40.53,15.41,0
MACHINE_002,2025-09-20 05:30:00,54.67,376.66,6.88,64.46,18.93,0
MACHINE_003,2025-09-20 05:40:00,43.44,348.48,3.28,49.68,26.45,0
MACHINE_004,2025-09-20 05:50:00,60.66,211.22,9.52,61.75,97.71,0
MACHINE_005,2025-09-20 06:00:00,20.68,262.12,7.66,68.78,30.97,0
MACHINE_006,2025-09-20 06:10:00,63.69,137.19,4.28,61.25,38.55,0
MACHINE_007,2025-09-20 06:20:00,41.54,490.92,9.29,36.31,34.76,0
MACHINE_008,2025-09-20 06:30:00,48.17,111.64,4.89,65.73,70.72,0
MACHINE_009,2025-09-20 06:40:00,54.04,425.41,1.6,41.74,52.02,1
MACHINE_010,2025-09-20 06:50:00,78.53,299.99,9.12,55.01,20.08,0
MACHINE_001,2025-09-20 07:00:00,72.91,163.17,8.29,62.28,93.21,0
MACHINE_002,2025-09-20 07:10:00,22.7,103.8,2.9,69.5,72.43,0
MACHINE_003,2025-09-20 07:20:00,30.73,410.64,9.4,34.66,84.21,1
MACHINE_004,2025-09-20 07:30:00,61.62,319.2,5.43,62.13,70.26,1
MACHINE_005,2025-09-20 07:40:00,61.07,302.91,4.73,41.35,41.2,0
MACHINE_006,2025-09-20 07:50:00,37.66,221.46,8.39,38.57,28.8,0
MACHINE_007,2025-09-20 08:00:00,24.33,445.96,9.77,53.17,89.5,0
MACHINE_008,2025-09-20 08:10:00,70.63,145.22,1.94,58.82,20.44,0
MACHINE_009,2025-09-20 08:20:00,74.2,270.69,2.38,68.35,25.47,0
MACHINE_010,2025-09-20 08:30:00,25.05,120.93,7.38,39.7,94.14,1
MACHINE_001,2025-09-20 08:40:00,41.86,230.59,5.19,46.06,68.08,0
MACHINE_002,2025-09-20 08:50:00,64.02,236.26,0.29,77.6,74.06,0
MACHINE_003,2025-09-20 09:00:00,64.06,243.72,4.1,56.96,46.49,0
MACHINE_004,2025-09-20 09:10:00,68.25,227.35,9.1,35.72,52.85,0
MACHINE_005,2025-09-20 09:20:00,33.06,377.3,3.4,55.4,59.45,1
MACHINE_006,2025-09-20 09:30:00,28.41,191.46,6.58,41.72,10.17,0
MACHINE_007,2025-09-20 09:40:00,26.19,470.56,6.7,59.14,86.82,0
MACHINE_008,2025-09-20 09:50:00,71.14,477.22,5.72,62.88,60.69,0
MACHINE_009,2025-09-20 10:00:00,23.93,154.02,8.17,38.12,48.27,0
MACHINE_010,2025-09-20 10:10:00,59.16,381.18,3.37,57.92,58.16,1
MACHINE_001,2025-09-20 10:20:00,77.47,399.94,4.44,66.49,77.49,0
MACHINE_002,2025-09-20 10:30:00,49.52,192.9,2.49,46.02,51.43,0
MACHINE_003,2025-09-20 10:40:00,64.59,197.54,4.6,32.43,55.7,0
MACHINE_004,2025-09-20 10:50:00,67.7,175.11,4.65,50.66,55.52,0
MACHINE_005,2025-09-20 11:00:00,79.58,346.22,1.63,73.12,32.24,0
MACHINE_006,2025-09-20 11:10:00,64.15,468.91,2.25,88.01,73.8,0
MACHINE_007,2025-09-20 11:20:00,45.03,168.38,5.05,52.3,95.48,0
MACHINE_008,2025-09-20 11:30:00,78.77,374.46,5.67,79.91,65.91,0
MACHINE_009,2025-09-20 11:40:00,57.77,342.2,7.36,58.81,66.88,0
MACHINE_010,2025-09-20 11:50:00,20.78,475.72,7.16,79.79,85.07,0
MACHINE_001,2025-09-20 12:00:00,61.39,417.68,7.87,81.75,49.52,0
MACHINE_002,2025-09-20 12:10:00,64.25,472.39,9.53,68.63,48.84,0
MACHINE_003,2025-09-20 12:20:00,49.2,101.64,2.73,64.28,35.46,0
MACHINE_004,2025-09-20 12:30:00,24.96,384.49,0.44,31.9,64.56,0
MACHINE_005,2025-09-20 12:40:00,45.1,381.56,7.18,42.42,51.87,0
MACHINE_006,2025-09-20 12:50:00,70.76,312.67,0.94,34.04,32.2,1
MACHINE_007,2025-09-20 13:00:00,71.87,497.03,8.02,32.68,67.65,0
MACHINE_008,2025-09-20 13:10:00,70.38,447.44,2.55,78.03,28.39,0
MACHINE_009,2025-09-20 13:20:00,75.5,406.96,6.33,62.91,61.37,0
MACHINE_010,2025-09-20 13:30:00,48.16,421.98,6.39,78.89,17.51,0
MACHINE_001,2025-09-20 13:40:00,52.14,248.69,2.66,72.34,93.33,0
MACHINE_002,2025-09-20 13:50:00,65.81,276.8,3.9,60.09,45.34,1
MACHINE_003,2025-09-20 14:00:00,49.97,385.18,9.34,60.04,25.36,0
MACHINE_004,2025-09-20 14:10:00,62.52,336.17,3.78,42.07,53.07,0
MACHINE_005,2025-09-20 14:20:00,60.86,269.28,3.39,37.96,33.69,0
MACHINE_006,2025-09-20 14:30:00,65.07,163.61,6.17,69.48,51.76,0
MACHINE_007,2025-09-20 14:40:00,68.04,101.0,4.4,32.18,29.04,0
MACHINE_008,2025-09-20 14:50:00,45.52,328.62,5.67,85.76,66.91,0
MACHINE_009,2025-09-20 15:00:00,44.79,424.95,4.72,89.31,45.24,0
MACHINE_010,2025-09-20 15:10:00,38.42,492.33,4.54,81.77,53.64,0
MACHINE_001,2025-09-20 15:20:00,71.3,459.45,2.82,44.23,60.19,0
MACHINE_002,2025-09-20 15:30:00,51.49,325.13,5.16,89.04,68.63,0
MACHINE_003,2025-09-20 15:40:00,41.98,177.39,7.72,64.05,66.4,0
MACHINE_004,2025-09-20 15:50:00,26.6,484.1,2.9,74.3,89.65,0
MACHINE_005,2025-09-20 16:00:00,27.83,498.91,7.25,58.04,39.67,1
MACHINE_006,2025-09-20 16:10:00,53.69,130.29,7.58,53.69,21.29,0
MACHINE_007,2025-09-20 16:20:00,60.19,360.95,1.23,48.95,11.33,0
MACHINE_008,2025-09-20 16:30:00,71.6,401.05,6.86,52.96,9.86,0
MACHINE_009,2025-09-20 16:40:00,67.26,157.39,0.78,78.77,11.93,1
MACHINE_010,2025-09-20 16:50:00,79.43,493.49,7.8,47.24,15.84,0
MACHINE_001,2025-09-20 17:00:00,31.25,305.03,0.64,39.85,71.68,0
MACHINE_002,2025-09-20 17:10:00,20.6,495.95,2.55,57.52,67.12,0
MACHINE_003,2025-09-20 17:20:00,48.34,309.63,9.5,81.1,83.62,0
MACHINE_004,2025-09-20 17:30:00,35.22,395.76,4.82,88.75,91.51,0
MACHINE_005,2025-09-20 17:40:00,61.35,266.79,6.81,60.23,9.22,0
MACHINE_006,2025-09-20 17:50:00,59.3,207.55,8.61,73.79,48.4,0
MACHINE_007,2025-09-20 18:00:00,24.88,418.23,1.76,59.59,98.96,0
MACHINE_008,2025-09-20 18:10:00,60.25,487.03,8.05,79.15,53.26,0
MACHINE_009,2025-09-20 18:20:00,54.49,105.73,6.52,33.86,22.95,0
MACHINE_010,2025-09-20 18:30:00,42.56,175.49,9.16,84.04,60.78,0
MACHINE_001,2025-09-20 18:40:00,75.85,451.52,5.97,83.37,30.78,0
MACHINE_002,2025-09-20 18:50:00,37.27,223.38,0.31,37.56,54.25,0
MACHINE_003,2025-09-20 19:00:00,69.47,458.09,4.44,35.11,96.85,0
MACHINE_004,2025-09-20 19:10:00,61.04,139.61,7.69,52.66,11.46,0
MACHINE_005,2025-09-20 19:20:00,66.06,170.89,2.04,48.18,82.27,0
MACHINE_006,2025-09-20 19:30:00,71.06,194.82,1.97,37.25,48.06,0
MACHINE_007,2025-09-20 19:40:00,39.72,171.26,6.8,82.31,77.23,0
MACHINE_008,2025-09-20 19:50:00,79.07,477.98,9.2,74.65,35.15,0
MACHINE_009,2025-09-20 20:00:00,68.05,341.67,1.72,69.85,84.21,0
MACHINE_010,2025-09-20 20:10:00,63.78,332.28,9.13,67.31,55.17,0
MACHINE_001,2025-09-20 20:20:00,72.26,173.54,5.41,57.19,55.87,0
MACHINE_002,2025-09-20 20:30:00,23.18,259.57,4.2,63.95,87.06,0
MACHINE_003,2025-09-20 20:40:00,67.46,225.87,0.39,59.8,38.66,0
MACHINE_004,2025-09-20 20:50:00,57.61,132.74,6.13,76.89,42.66,0
MACHINE_005,2025-09-20 21:00:00,45.94,389.6,9.63,40.74,95.71,0
MACHINE_006,2025-09-20 21:10:00,24.15,311.51,1.48,45.97,86.96,0
MACHINE_007,2025-09-20 21:20:00,36.0,265.46,1.67,31.12,66.31,0
MACHINE_008,2025-09-20 21:30:00,35.67,213.74,2.58,57.84,14.21,0
MACHINE_009,2025-09-20 21:40:00,53.89,271.64,9.55,69.43,81.96,0
MACHINE_010,2025-09-20 21:50:00,45.02,436.79,6.18,78.57,59.05,0
MACHINE_001,2025-09-20 22:00:00,61.86,372.41,7.87,66.82,85.83,0
MACHINE_002,2025-09-20 22:10:00,57.56,159.66,9.06,65.74,11.42,0
MACHINE_003,2025-09-20 22:20:00,31.27,247.74,9.09,49.49,93.21,0
MACHINE_004,2025-09-20 22:30:00,30.97,425.13,2.88,78.35,58.11,0
MACHINE_005,2025-09-20 22:40:00,72.37,174.58,7.36,49.79,43.45,0
MACHINE_006,2025-09-20 22:50:00,68.86,110.72,3.7,69.64,56.95,0
MACHINE_007,2025-09-20 23:00:00,64.52,418.26,0.96,68.49,89.11,0
MACHINE_008,2025-09-20 23:10:00,53.29,131.31,4.09,39.86,64.7,0
MACHINE_009,2025-09-20 23:20:00,46.59,498.1,1.7,41.62,60.3,0
MACHINE_010,2025-09-20 23:30:00,52.24,210.4,2.71,55.41,86.51,0
MACHINE_001,2025-09-20 23:40:00,40.66,317.76,2.15,85.67,28.79,0
MACHINE_002,2025-09-20 23:50:00,28.61,457.2,7.25,34.08,14.78,0
MACHINE_003,2025-09-21 00:00:00,53.75,415.4,3.73,43.79,11.58,0
MACHINE_004,2025-09-21 00:10:00,43.86,160.8,6.06,88.52,76.34,0
MACHINE_005,2025-09-21 00:20:00,53.83,187.77,0.76,58.07,50.58,0
MACHINE_006,2025-09-21 00:30:00,25.32,444.0,7.75,72.84,34.07,0
MACHINE_007,2025-09-21 00:40:00,75.42,324.59,2.76,32.04,89.28,0
MACHINE_008,2025-09-21 00:50:00,51.91,214.13,2.41,46.41,17.68,1
MACHINE_009,2025-09-21 01:00:00,29.62,163.11,9.85,74.51,89.66,0
MACHINE_010,2025-09-21 01:10:00,39.6,159.62,5.45,85.01,72.35,0
MACHINE_001,2025-09-21 01:20:00,21.32,150.16,5.12,80.05,23.29,0
MACHINE_002,2025-09-21 01:30:00,46.98,163.9,1.7,38.79,63.33,0
MACHINE_003,2025-09-21 01:40:00,55.95,437.99,0.88,60.08,38.48,0
MACHINE_004,2025-09-21 01:50:00,29.11,413.57,3.41,52.91,93.46,0
MACHINE_005,2025-09-21 02:00:00,44.55,231.74,0.81,47.81,55.54,0
MACHINE_006,2025-09-21 02:10:00,60.22,263.17,9.18,52.81,76.93,0
